signal_timestamp,symbol,interval,side,close,rsi,probability_profitable,prediction,bullish_divergence,bearish_divergence,div_price_change,div_rsi_change,div_bars_gap,trade_action
2026-03-09T04:15:00,BTCUSDT,15m,short,67575.86,45.64989016539755,0.5617040991783142,1,False,True,0.0018362687540769,-4.350109834602449,5.0,historical_trade_opened
2026-03-11T05:45:00,BTCUSDT,15m,long,69510.36,43.75502875434413,0.5293232202529907,1,True,False,-0.0002105717367853,0.7637054809427966,9.0,historical_trade_opened
2026-03-15T10:15:00,BTCUSDT,15m,short,71862.46,62.64193794300493,0.4432750642299652,0,False,True,0.0002094717123415,-0.6623690685709391,4.0,historical_signal_logged_no_trade
2026-03-15T20:30:00,BTCUSDT,15m,short,71846.68,56.78590950936589,0.7623468041419983,1,False,True,0.0003721807102343,-0.8542618390800953,11.0,historical_trade_opened
2026-03-18T20:00:00,BTCUSDT,15m,long,70752.73,31.635205719609782,0.4270952939987182,0,True,False,-0.0067043117056398,3.575813682308379,15.0,historical_signal_logged_no_trade
2026-03-19T05:15:00,BTCUSDT,15m,long,70694.34,38.95537362266943,0.3498287200927734,0,True,False,-0.0005461385263478,0.0002073583062909,4.0,historical_signal_logged_no_trade
2026-03-19T15:30:00,BTCUSDT,15m,long,68900.01,36.84453331538797,0.5837554335594177,1,True,False,-0.003842075015452,0.4696048741083274,5.0,trade_opened
2026-03-23T00:45:00,BTCUSDT,15m,long,67669.99,38.30204727031151,0.5471045970916748,1,True,False,-0.0016352706215016,3.639722820047375,15.0,signal_logged_trade_already_open
2026-03-23T14:00:00,BTCUSDT,15m,short,71524.82,68.34028760310028,0.6110959053039551,1,False,True,0.0079160893123705,-1.3075108448445008,12.0,trade_opened
2026-03-25T17:45:00,BTCUSDT,15m,long,70779.0,45.61654267977015,0.5524664521217346,1,True,False,-0.0006530156970854,0.0785445339026793,11.0,trade_opened
2026-03-26T11:45:00,BTCUSDT,15m,long,69276.01,33.51669073133948,0.4684244692325592,0,True,False,-0.0033181002563209,0.061474540727417,9.0,signal_logged_trade_already_open
2026-03-26T16:15:00,BTCUSDT,15m,long,68888.01,34.27236134507406,0.2684563100337982,0,True,False,-0.0009134024036494,0.8979275875893222,5.0,signal_logged_trade_already_open
2026-03-26T23:15:00,BTCUSDT,15m,long,68735.8,43.005309346804495,0.4362695217132568,0,True,False,-0.0002711097639657,0.2024409248770879,4.0,signal_logged_no_trade
2026-03-27T00:30:00,BTCUSDT,15m,long,68718.75,43.44626576276868,0.4369233846664428,0,True,False,-0.0002480512338548,0.4409564159641803,5.0,signal_logged_no_trade
2026-03-27T14:15:00,BTCUSDT,15m,long,65737.82,28.224798445121053,0.3798053860664367,0,True,False,-0.0114971773203406,0.5649087795999321,14.0,signal_logged_no_trade
2026-03-28T16:15:00,BTCUSDT,15m,short,67074.07,61.96921745496711,0.4088513851165771,0,False,True,0.001988618327048,-0.7487908293659444,11.0,signal_logged_no_trade
2026-03-29T21:45:00,BTCUSDT,15m,short,66710.12,53.50341562968251,0.448648065328598,0,False,True,6.701081542569729e-05,-0.1369327136482852,6.0,signal_logged_no_trade
2026-05-24T06:45:00,BTCUSDT,15m,short,76987.58,86.76851957709462,0.5063561797142029,1,False,True,0.0018887999912548,-2.147277529824933,11.0,trade_opened
2026-05-24T11:45:00,BTCUSDT,15m,short,77320.06,83.48844746000918,0.2108435332775116,0,False,True,0.0043186186655041,-3.2800721170854388,20.0,signal_logged_trade_already_open
2026-05-24T18:00:00,BTCUSDT,15m,short,76737.46,68.49356632517694,0.2693468928337097,0,False,True,0.0029834320578441,-0.6567949789621821,12.0,signal_logged_trade_already_open
2026-05-24T19:45:00,BTCUSDT,15m,short,76773.34,67.72781412148335,0.1960487216711044,0,False,True,0.0004675682515422,-0.7657522036935944,7.0,signal_logged_trade_already_open
2026-05-24T22:00:00,BTCUSDT,15m,short,76984.71,64.20235422303377,0.3765262365341186,0,False,True,0.0034050862669644,-1.7452472835512935,4.0,signal_logged_trade_already_open
2026-05-25T00:15:00,BTCUSDT,15m,short,77214.07,63.62790441387943,0.2141556739807129,0,False,True,0.0029792929011488,-0.5744498091543377,9.0,signal_logged_trade_already_open
2026-05-25T02:00:00,BTCUSDT,15m,short,77403.24,63.47894417347892,0.2550149261951446,0,False,True,0.0024499420895699,-0.1489602404005126,7.0,signal_logged_trade_already_open
2026-05-25T05:30:00,BTCUSDT,15m,short,77462.34,62.467378936055525,0.2771943211555481,0,False,True,0.0007635339295873,-1.0115652374233903,14.0,signal_logged_trade_already_open
2026-05-25T14:45:00,BTCUSDT,15m,short,77714.0,61.431652555003566,0.210907369852066,0,False,True,0.0010616813415365,-0.6632546420381047,19.0,signal_logged_trade_already_open
2026-05-25T16:45:00,BTCUSDT,15m,short,77735.69,59.80552495512066,0.2491707950830459,0,False,True,0.0002791002908099,-1.6261275998829063,8.0,signal_logged_trade_already_open
2026-05-26T03:00:00,BTCUSDT,15m,long,76565.73,35.76004052412247,0.3666228652000427,0,True,False,-0.0013078809380951,0.150610831393152,6.0,signal_logged_no_trade
2026-05-26T22:45:00,BTCUSDT,15m,long,75749.02,39.60339997402248,0.2888965606689453,0,True,False,-0.0012068741590085,0.9419733831513496,16.0,signal_logged_no_trade
2026-05-27T02:30:00,BTCUSDT,15m,long,75744.9,40.93331669918644,0.1918756067752838,0,True,False,-5.439014260527589e-05,1.3299167251639616,15.0,signal_logged_no_trade
2026-05-27T18:00:00,BTCUSDT,15m,long,74738.01,38.3020206910378,0.4923209846019745,0,True,False,-0.0018423803848392,3.2166389975799774,15.0,signal_logged_no_trade
2026-05-27T23:15:00,BTCUSDT,15m,long,74297.14,36.79297566323454,0.354943186044693,0,True,False,-0.0014183630775615,0.6674491716586957,5.0,signal_logged_no_trade
2026-05-28T05:15:00,BTCUSDT,15m,long,72958.01,28.113656597566475,0.2181462496519088,0,True,False,-0.0006354411514922,1.7719008253936297,4.0,signal_logged_no_trade
2026-05-28T06:30:00,BTCUSDT,15m,long,72912.81,28.819981149667484,0.1923182755708694,0,True,False,-0.0006195344417973,0.7063245521010089,5.0,signal_logged_no_trade
2026-05-29T09:15:00,BTCUSDT,15m,short,73887.03,54.80841772745236,0.5205132961273193,1,False,True,0.0009622575051479,-0.018286814359449,9.0,trade_opened
2026-05-31T02:00:00,BTCUSDT,15m,short,74166.0,59.44821021777992,0.481382817029953,0,False,True,0.0003778090018355,-0.0152528157062405,4.0,signal_logged_trade_already_open
2026-05-31T03:15:00,BTCUSDT,15m,short,74214.76,59.038823077912745,0.6412168741226196,1,False,True,0.0006574441118571,-0.409387139867178,5.0,signal_logged_trade_already_open
2026-06-01T00:15:00,BTCUSDT,15m,short,73960.0,55.06303750955378,0.71736741065979,1,False,True,0.0002079934956729,-1.099015862544782,6.0,signal_logged_trade_already_open
2026-06-02T19:30:00,BTCUSDT,15m,long,66925.61,29.73575595639313,0.5573359727859497,1,True,False,-0.0072363908443183,0.1589740220801445,11.0,trade_opened
2026-06-02T22:45:00,BTCUSDT,15m,long,66385.2,34.319077425446,0.6114504337310791,1,True,False,-0.0080747863187201,4.583321469052862,13.0,signal_logged_trade_already_open
